code,Species,Sex,Number,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
NCCB,Twelve-spotted Skimmer,m,507,0,0,0,1,0,0,0,0,0,0,0
NCCB,Whiteface Meadowhawk,m,508,0,0,0,1,0,0,0,0,0,0,0
NCCB,Spangled Skimmer,m,509,0,0,0,1,0,0,0,0,0,0,0
NCCB,Dot-tailed Whiteface,m,510,0,0,0,1,0,0,0,0,0,0,0
NCCB,Dot-tailed Whiteface,m,511,0,0,0,1,0,0,0,0,0,0,0
NCCB,Blue Dasher,m,512,0,0,0,1,0,0,0,0,0,0,0
CT,Dot-tailed Whiteface,m,513,0,0,0,0,0,0,1,0,0,0,0
CT,Hudsonian Whiteface,m,514,0,0,0,0,0,0,1,0,0,0,0
CT,Hudsonian Whiteface,m,515,0,0,0,0,0,0,1,0,0,0,0
CT,Eastern Pondhawk,m,516,0,0,0,0,0,0,1,0,0,0,0
NMBS,Common Whitetail,m,517,0,0,0,0,0,0,0,1,0,0,0
NMBS,American Emerald,m,518,0,0,0,0,0,0,0,1,0,0,0
NMBS,Chalkfronted Corporal,m,519,0,0,0,0,0,0,0,1,0,0,0
NMBS,Painted Skimmer,f,520,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,f,521,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,f,522,0,0,0,0,0,0,0,1,0,0,0
NMBS,Chalkfronted Corporal,m,523,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,524,0,0,0,0,0,0,0,1,0,0,0
NMBS,Blue Dasher,f,525,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,526,0,0,0,0,0,0,0,1,0,0,0
NMBS,Blue Dasher,m,527,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,528,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,529,0,0,0,0,0,0,0,1,0,1,0
NMBS,Crimson Ringed Whiteface,m,530,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,f,531,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,532,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,533,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,535,0,0,0,0,0,0,0,1,1,0,0
NMBS,Crimson Ringed Whiteface,m,536,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,537,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,538,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,539,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,540,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,541,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,542,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,543,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,544,0,0,0,0,0,0,0,1,1,0,0
NMBS,Crimson Ringed Whiteface,m,545,0,0,0,0,0,0,0,1,1,0,0
NMBS,Crimson Ringed Whiteface,m,546,0,0,0,0,0,0,0,1,1,0,0
NMBS,Painted Skimmer,m,547,0,0,0,0,0,0,0,1,0,0,0
NMBS,Spangled Skimmer,f,548,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,549,0,0,0,0,0,0,0,1,1,0,0
NMBS,Crimson Ringed Whiteface,m,550,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,551,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,552,0,0,0,0,0,0,0,1,0,0,0
NMBS,Chalkfronted Corporal,m,553,0,0,0,0,0,0,0,1,1,0,0
NMBS,Crimson Ringed Whiteface,m,554,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,555,0,0,0,0,0,0,0,1,0,0,0
NMBS,American Emerald,m,556,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,557,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,558,0,0,0,0,0,0,0,1,0,0,0
NMBS,Crimson Ringed Whiteface,m,559,0,0,0,0,0,0,0,1,1,0,0
NMBS,Calico Pennant,m,560,0,0,0,0,0,0,0,1,0,0,0
NMBS,Common Whitetail,m,561,0,0,0,0,0,0,0,1,0,0,0
NMBS,Chalkfronted Corporal,m,562,0,0,0,0,0,0,0,1,1,0,0
NMBS,Lancet Clubtail,m,563,0,0,0,0,0,0,0,1,0,0,0
NCCP,American Emerald,m,564,0,0,0,0,1,0,0,0,0,0,0
NMPN,Bar Winged Skimmer,m,564,0,0,0,0,0,0,1,0,0,0,0
NCCP,Chalkfronted Corporal,m,565,0,0,0,0,1,1,0,0,0,0,0
NCCP,Dot-tailed Whiteface,m,566,0,0,0,0,1,0,0,0,0,0,0
NCCP,Painted Skimmer,m,567,0,0,0,0,1,0,0,0,0,0,0
NCCP,Chalkfronted Corporal,m,568,0,0,0,0,1,0,0,0,0,0,0
NCCP,Dot-tailed Whiteface,m,569,0,0,0,0,1,0,0,0,0,0,0
NCCP,Chalkfronted Corporal,m,570,0,0,0,0,1,0,0,0,0,0,0
NCCP,American Emerald,m,571,0,0,0,0,1,0,0,0,0,0,0
NCCP,Chalkfronted Corporal,m,572,0,0,0,0,1,0,0,0,0,0,0
NCCP,Dot-tailed Whiteface,m,573,0,0,0,0,1,0,0,0,0,0,0
NCCP,Comon Whitetail,m,574,0,0,0,0,1,0,0,0,0,0,0
NCCP,Twelve Spotted Skimmer,m,575,0,0,0,0,1,0,0,0,0,0,0
NCCP,American Emerald,m,576,0,0,0,0,1,0,0,0,0,0,0
NCCP,American Emerald,m,577,0,0,0,0,1,0,0,0,0,0,0
NCCP,American Emerald,m,578,0,0,0,0,1,0,0,0,0,0,0
NCCP,American Emerald,m,579,0,0,0,0,1,0,0,0,0,0,0
NCCP,American Emerald,m,580,0,0,0,0,1,0,0,0,0,0,0
NCCP,Twelve Spotted Skimmer,m,581,0,0,0,0,1,0,0,0,0,0,0
NCCP,Chalkfronted Corporal,m,582,0,0,0,0,1,0,0,0,0,0,0
NCCP,Chalkfronted Corporal,m,583,0,0,0,0,1,0,0,0,0,0,0
NCCP,American Emerald,m,584,0,0,0,0,1,0,0,0,0,0,0
NMBS,Crimson Ringed Whiteface,m,585,0,0,0,0,0,0,0,0,1,0,0
NMBS,Crimson Ringed Whiteface,m,586,0,0,0,0,0,0,0,0,1,0,0
NMBS,Common Whitetail,m,587,0,0,0,0,0,0,0,0,1,1,0
NMBS,Slaty Skimmer,m,588,0,0,0,0,0,0,0,0,1,0,0
NMBS,Chalkfronted Corporal,m,589,0,0,0,0,0,0,0,0,1,0,0
NMBS,Crimson Ringed Whiteface,m,590,0,0,0,0,0,0,0,0,1,0,0
NMBS,Crimson Ringed Whiteface,m,591,0,0,0,0,0,0,0,0,1,0,0
NMBS,American Emerald,m,592,0,0,0,0,0,0,0,0,1,0,0
NMBS,Crimson Ringed Whiteface,f,593,0,0,0,0,0,0,0,0,1,0,0
NMBS,Crimson Ringed Whiteface,m,594,0,0,0,0,0,0,0,0,1,0,0
NCCB,Dot-tailed Whiteface,m,595,0,0,0,0,1,0,0,0,0,0,0
NCCB,Dot-tailed Whiteface,m,596,0,0,0,0,1,0,0,0,0,0,0
NCCB,Dot-tailed Whiteface,m,597,0,0,0,0,1,0,0,0,0,0,0
NCCB,Dot-tailed Whiteface,m,598,0,0,0,0,1,0,0,0,0,0,0
NCCB,Blue Dasher,m,599,0,0,0,0,1,0,0,0,0,0,0
NCCB,Blue Dasher,m,600,0,0,0,0,1,0,0,0,0,0,0
NCCB,Blue Dasher,m,601,0,0,0,0,1,0,0,0,0,0,0
NCCP,Common Whitetail,m,602,0,0,0,0,0,1,0,0,0,0,0
NCCP,Unicorn Clubtail,m,603,0,0,0,0,0,1,0,0,0,0,0
NCCP,American Emerald,m,604,0,0,0,0,0,1,0,0,0,0,0
NCCP,Blue Dasher,m,605,0,0,0,0,0,1,0,0,0,0,0
NCCP,Common Green Darner,m,606,0,0,0,0,0,1,0,0,0,0,0
NCCP,Chalkfronted Corporal,m,607,0,0,0,0,0,1,0,0,0,0,0
NCCP,Chalkfronted Corporal,f,608,0,0,0,0,0,1,0,0,0,0,0
NCCP,Chalkfronted Corporal,f,609,0,0,0,0,0,1,0,0,0,0,0
NCCP,American Emerald,f,610,0,0,0,0,0,1,0,0,0,0,0
NCCP,Twelve Spotted Skimmer,m,611,0,0,0,0,0,1,0,0,0,0,0
NMBS,Common Whitetail,m,612,0,0,0,0,0,0,0,0,0,1,0
NMBS,Calico Pennant,f,613,0,0,0,0,0,0,0,0,0,1,0
NMBS,Crimson Ringed Whiteface,m,614,0,0,0,0,0,0,0,0,0,1,0
NMBS,American Emerald,m,615,0,0,0,0,0,0,0,0,0,1,0
NMBS,Crimson Ringed Whiteface,m,616,0,0,0,0,0,0,0,0,0,1,1
NMBS,Twelve-spotted Skimmer,m,617,0,0,0,0,0,0,0,0,0,1,0
NMBS,Chalkfronted Corporal,m,618,0,0,0,0,0,0,0,0,0,1,0
NMBS,Painted Skimmer,m,619,0,0,0,0,0,0,0,0,0,1,0
NMBS,Green-striped darner ,f,620,0,0,0,0,0,0,0,0,0,1,0
NMBS,Crimson Ringed Whiteface,m,621,0,0,0,0,0,0,0,0,0,0,1
NMBS,Crimson Ringed Whiteface,m,622,0,0,0,0,0,0,0,0,0,0,1
NMBS,Crimson Ringed Whiteface,m,623,0,0,0,0,0,0,0,0,0,0,1
